name,mos,class
redandblack_22.ply,3.465384615,human
redandblack_23.ply,1.433333333,human
redandblack_24.ply,8.2578125,human
redandblack_25.ply,7.3515625,human
redandblack_26.ply,5.579081633,human
redandblack_27.ply,2.4375,human
redandblack_28.ply,2.275,human
redandblack_29.ply,1,human
redandblack_3.ply,4.9,human
redandblack_30.ply,8.125,human
redandblack_31.ply,6.441666667,human
redandblack_32.ply,5.9609375,human
redandblack_33.ply,3.394132653,human
redandblack_34.ply,1.866666667,human
redandblack_35.ply,1.848076923,human
redandblack_36.ply,8.525,human
redandblack_37.ply,6.063461538,human
redandblack_38.ply,5.96875,human
redandblack_39.ply,3.125,human
redandblack_4.ply,6.286989796,human
redandblack_40.ply,1.876923077,human
redandblack_41.ply,1.691666667,human
redandblack_5.ply,3.7578125,human
redandblack_6.ply,9.392857143,human
redandblack_7.ply,7.608333333,human
redandblack_8.ply,7.24744898,human
redandblack_9.ply,6.53125,human
soldier_0.ply,8.3203125,human
soldier_1.ply,5.783333333,human
soldier_10.ply,4.516666667,human
soldier_11.ply,3.909438776,human
soldier_12.ply,7.615384615,human
soldier_13.ply,8.5234375,human
soldier_14.ply,7.68877551,human
soldier_15.ply,5.623076923,human
soldier_16.ply,4.1171875,human
soldier_17.ply,1.934615385,human
soldier_18.ply,9.178571429,human
soldier_19.ply,8.1328125,human
soldier_2.ply,5.832692308,human
soldier_20.ply,5.765625,human
soldier_21.ply,4.463461538,human
soldier_22.ply,3.1640625,human
soldier_23.ply,1.491666667,human
soldier_24.ply,7.816666667,human
soldier_25.ply,5.833333333,human
soldier_26.ply,4.5546875,human
soldier_27.ply,1.7265625,human
soldier_28.ply,1.781887755,human
soldier_29.ply,1,human
soldier_3.ply,6.175,human
soldier_30.ply,7.825,human
soldier_31.ply,7.6640625,human
soldier_32.ply,4.334615385,human
soldier_33.ply,2.280769231,human
soldier_34.ply,1.8671875,human
soldier_35.ply,1.234693878,human
soldier_36.ply,8.65,human
soldier_37.ply,7.084183673,human
soldier_38.ply,4.358333333,human
soldier_39.ply,2.75,human
soldier_4.ply,5.083333333,human
soldier_40.ply,2.320153061,human
soldier_41.ply,1.4140625,human
soldier_5.ply,3.835459184,human
soldier_6.ply,9.583333333,human
soldier_7.ply,6.950255102,human
soldier_8.ply,5.813461538,human
soldier_9.ply,6.069230769,human
Romanoillamp_0.ply,9.116666667,inanimate object
Romanoillamp_1.ply,9.321428571,inanimate object
Romanoillamp_10.ply,6.953125,inanimate object
Romanoillamp_11.ply,6.2265625,inanimate object
Romanoillamp_12.ply,7.941666667,inanimate object
Romanoillamp_13.ply,8.163461538,inanimate object
Romanoillamp_14.ply,8.25,inanimate object
Romanoillamp_15.ply,7.544230769,inanimate object
Romanoillamp_16.ply,5.125,inanimate object
Romanoillamp_17.ply,2.723076923,inanimate object
Romanoillamp_18.ply,9.553571429,inanimate object
Romanoillamp_19.ply,8.71875,inanimate object
Romanoillamp_2.ply,9.682692308,inanimate object
Romanoillamp_20.ply,7.296153846,inanimate object
Romanoillamp_21.ply,6.198076923,inanimate object
Romanoillamp_22.ply,6.667091837,inanimate object
Romanoillamp_23.ply,2.6,inanimate object
Romanoillamp_24.ply,8.008333333,inanimate object
Romanoillamp_25.ply,8.7734375,inanimate object
Romanoillamp_26.ply,6.533333333,inanimate object
Romanoillamp_27.ply,3.125,inanimate object
Romanoillamp_28.ply,2.411989796,inanimate object
Romanoillamp_29.ply,1.433333333,inanimate object
Romanoillamp_3.ply,8.62244898,inanimate object
Romanoillamp_30.ply,9.40625,inanimate object
Romanoillamp_31.ply,7.008333333,inanimate object
Romanoillamp_32.ply,6.166666667,inanimate object
Romanoillamp_33.ply,3.93622449,inanimate object
Romanoillamp_34.ply,3.7734375,inanimate object
Romanoillamp_35.ply,1.5703125,inanimate object
Romanoillamp_36.ply,8.433333333,inanimate object
Romanoillamp_37.ply,8.5625,inanimate object
Romanoillamp_38.ply,7.1953125,inanimate object
Romanoillamp_39.ply,3.545918367,inanimate object
Romanoillamp_4.ply,7.691326531,inanimate object
Romanoillamp_40.ply,2.811538462,inanimate object
Romanoillamp_41.ply,1.223076923,inanimate object
Romanoillamp_5.ply,3.6171875,inanimate object
Romanoillamp_6.ply,8.771683673,inanimate object
Romanoillamp_7.ply,7.568877551,inanimate object
Romanoillamp_8.ply,6.619897959,inanimate object
Romanoillamp_9.ply,7.808333333,inanimate object
shiva_0.ply,6.558333333,inanimate object
shiva_1.ply,7.834615385,inanimate object
shiva_10.ply,6.784615385,inanimate object
shiva_11.ply,6.244897959,inanimate object
shiva_12.ply,6.975,inanimate object
shiva_13.ply,6.816666667,inanimate object
shiva_14.ply,6.591666667,inanimate object
shiva_15.ply,6.331632653,inanimate object
shiva_16.ply,5.943877551,inanimate object
shiva_17.ply,3.4609375,inanimate object
shiva_18.ply,7.401785714,inanimate object
shiva_19.ply,6.833333333,inanimate object
shiva_2.ply,7.767307692,inanimate object
shiva_20.ply,7.9921875,inanimate object
shiva_21.ply,6.001923077,inanimate object
shiva_22.ply,5.0078125,inanimate object
shiva_23.ply,2.955357143,inanimate object
shiva_24.ply,6.525,inanimate object
shiva_25.ply,7.78125,inanimate object
shiva_26.ply,5.724489796,inanimate object
shiva_27.ply,3.3984375,inanimate object
shiva_28.ply,2.021153846,inanimate object
shiva_29.ply,1.216666667,inanimate object
shiva_3.ply,5.991666667,inanimate object
shiva_30.ply,8.8359375,inanimate object
shiva_31.ply,6.825,inanimate object
shiva_32.ply,5.75,inanimate object
shiva_33.ply,2.830769231,inanimate object
shiva_34.ply,2.320153061,inanimate object
shiva_35.ply,1.600765306,inanimate object
shiva_36.ply,7.084183673,inanimate object
shiva_37.ply,6.673469388,inanimate object
shiva_38.ply,5.828125,inanimate object
shiva_39.ply,3.733333333,inanimate object
shiva_4.ply,6.6171875,inanimate object
shiva_40.ply,3.041666667,inanimate object
shiva_41.ply,2.108333333,inanimate object
shiva_5.ply,3.262755102,inanimate object
shiva_6.ply,8.5,inanimate object
shiva_7.ply,6.917091837,inanimate object
shiva_8.ply,7.844230769,inanimate object
shiva_9.ply,7.62244898,inanimate object
statue_0.ply,6.908333333,inanimate object
statue_1.ply,7.6328125,inanimate object
statue_10.ply,6.588461538,inanimate object
statue_11.ply,5.107692308,inanimate object
statue_12.ply,7.825,inanimate object
statue_13.ply,6.133333333,inanimate object
statue_14.ply,6.054846939,inanimate object
statue_15.ply,3.965384615,inanimate object
statue_16.ply,3.4921875,inanimate object
statue_17.ply,1.1875,inanimate object
statue_18.ply,7.141666667,inanimate object
statue_19.ply,6.762755102,inanimate object
statue_2.ply,6.168367347,inanimate object
statue_20.ply,6.1328125,inanimate object
statue_21.ply,3.441326531,inanimate object
statue_22.ply,2.5546875,inanimate object
statue_23.ply,1,inanimate object
statue_24.ply,5.81377551,inanimate object
statue_25.ply,5.808673469,inanimate object
statue_26.ply,4.765625,inanimate object
statue_27.ply,1.916666667,inanimate object
statue_28.ply,2.073979592,inanimate object
statue_29.ply,1,inanimate object
statue_3.ply,4.93877551,inanimate object
statue_30.ply,6.795918367,inanimate object
statue_31.ply,6.525,inanimate object
statue_32.ply,6.536989796,inanimate object
statue_33.ply,2.85,inanimate object
statue_34.ply,1.625,inanimate object
statue_35.ply,1.69005102,inanimate object
statue_36.ply,8.121153846,inanimate object
statue_37.ply,6.784615385,inanimate object
statue_38.ply,5.184615385,inanimate object
statue_39.ply,3.1796875,inanimate object
statue_4.ply,3.015625,inanimate object
statue_40.ply,2.463010204,inanimate object
statue_41.ply,1.617307692,inanimate object
statue_5.ply,1.453125,inanimate object
statue_6.ply,7.40625,inanimate object
statue_7.ply,5.459183673,inanimate object
statue_8.ply,6.4,inanimate object
statue_9.ply,5.899234694,inanimate object
ULB Unicorn_0.ply,8.220663265,inanimate object
ULB Unicorn_1.ply,7.405769231,inanimate object
ULB Unicorn_10.ply,6.348076923,inanimate object
ULB Unicorn_11.ply,5.9453125,inanimate object
ULB Unicorn_12.ply,7.352040816,inanimate object
ULB Unicorn_13.ply,5.857692308,inanimate object
ULB Unicorn_14.ply,6.226923077,inanimate object
ULB Unicorn_15.ply,5.525510204,inanimate object
ULB Unicorn_16.ply,3.5859375,inanimate object
ULB Unicorn_17.ply,1.848076923,inanimate object
ULB Unicorn_18.ply,6.841666667,inanimate object
ULB Unicorn_19.ply,6.5703125,inanimate object
ULB Unicorn_2.ply,6.975,inanimate object
ULB Unicorn_20.ply,5.141666667,inanimate object
ULB Unicorn_21.ply,4.234375,inanimate object
ULB Unicorn_22.ply,3.455769231,inanimate object
ULB Unicorn_23.ply,1.37755102,inanimate object
ULB Unicorn_24.ply,7.2,inanimate object
ULB Unicorn_25.ply,5.9296875,inanimate object
ULB Unicorn_26.ply,4.6328125,inanimate object
ULB Unicorn_27.ply,2.067602041,inanimate object
ULB Unicorn_28.ply,1.5,inanimate object
ULB Unicorn_29.ply,1.223076923,inanimate object
ULB Unicorn_3.ply,6.1015625,inanimate object
ULB Unicorn_30.ply,7.767857143,inanimate object
ULB Unicorn_31.ply,7.155612245,inanimate object
ULB Unicorn_32.ply,4.590561224,inanimate object
ULB Unicorn_33.ply,2.609375,inanimate object
ULB Unicorn_34.ply,1.857692308,inanimate object
ULB Unicorn_35.ply,1.3,inanimate object
ULB Unicorn_36.ply,8.375,inanimate object
ULB Unicorn_37.ply,7.066326531,inanimate object
ULB Unicorn_38.ply,5.15,inanimate object
ULB Unicorn_39.ply,3.103316327,inanimate object
ULB Unicorn_4.ply,4.963461538,inanimate object
ULB Unicorn_40.ply,2.2,inanimate object
ULB Unicorn_41.ply,1.306122449,inanimate object
ULB Unicorn_5.ply,2.380102041,inanimate object
ULB Unicorn_6.ply,7.688461538,inanimate object
ULB Unicorn_7.ply,8.3671875,inanimate object
ULB Unicorn_8.ply,6.553571429,inanimate object
ULB Unicorn_9.ply,6.880769231,inanimate object
